series number,product type,model,repair operation number,previous repair operation number,time since previous repair,censored,age after repair,repair center,Component A,Component B,Component C,Component D,Component E,Component F,Component H,Component I,Component J,Component K,next_failure_time,next_failure_time_censored
sn_000001,product A,V1E1,po_000001,MFG,1260,0,1260,center_0,0,0,0,1,1,0,0,0,0,0,1319,0
sn_000001,product A,V1E2,po_000002,po_000001,1319,0,2579,center_1,0,0,0,0,1,0,0,0,0,0,969,1
sn_000001,product A,V1E2,po_000003,po_000002,969,1,3548,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000002,product A,V1E1,po_000004,MFG,2159,0,2159,center_0,0,0,0,0,1,0,0,0,0,0,1410,1
sn_000002,product A,V1E2,po_000005,po_000004,1410,1,3569,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000003,product A,V1E1,po_000006,MFG,399,1,399,center_0,0,0,0,0,0,0,0,0,0,0,508,0
sn_000003,product A,V1E1,po_000007,po_000006,508,0,907,center_2,0,0,0,0,1,0,0,0,0,0,2628,1
sn_000003,product A,V1E2,po_000008,po_000007,2628,1,3535,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000004,product A,V1E1,po_000009,MFG,751,0,751,center_0,0,0,0,0,1,0,0,0,0,0,1554,1
sn_000004,product A,V1E2,po_000010,po_000009,1554,1,2305,center_2,0,0,0,0,1,0,0,0,0,0,,
sn_000005,product A,V1E1,po_000011,MFG,911,0,911,center_0,0,0,0,0,1,0,0,0,0,0,1371,0
sn_000005,product A,V1E2,po_000012,po_000011,1371,0,2282,center_2,0,0,0,0,1,0,0,0,0,0,1276,1
sn_000005,product A,V1E2,po_000013,po_000012,1276,1,3558,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000006,product A,V1E1,po_000014,MFG,1068,0,1068,center_0,0,0,0,0,1,0,0,0,0,0,797,1
sn_000006,product A,V1E2,po_000015,po_000014,797,1,1865,center_2,0,0,0,0,0,0,0,0,0,0,503,0
sn_000006,product A,V1E2,po_000016,po_000015,503,0,2368,center_2,0,0,0,0,1,0,0,0,0,0,127,0
sn_000006,product A,V1E2,po_000017,po_000016,127,0,2495,center_2,0,0,0,0,1,0,0,0,0,0,1010,1
sn_000006,product A,V1E2,po_000018,po_000017,1010,1,3505,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000007,product A,V1E1,po_000019,MFG,1074,0,1074,center_0,0,0,0,0,1,0,0,0,0,0,2476,1
sn_000007,product A,V1E2,po_000022,po_000021,2476,1,3550,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000008,product A,V1E1,po_000023,MFG,3571,1,3571,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000009,product A,V1E1,po_000024,MFG,1051,0,1051,center_0,0,0,0,0,1,0,0,0,0,0,1121,0
sn_000009,product A,V1E2,po_000025,po_000024,1121,0,2172,center_2,0,0,0,0,0,1,0,0,0,0,298,0
sn_000009,product A,V1E2,po_000026,po_000025,298,0,2470,center_2,0,0,0,0,1,0,0,0,0,0,1080,1
sn_000009,product A,V1E2,po_000027,po_000026,1080,1,3550,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000010,product A,V1E1,po_000028,MFG,900,0,900,center_0,0,0,0,0,1,1,0,0,0,0,1249,0
sn_000010,product A,V1E2,po_000029,po_000028,1249,0,2149,center_2,0,0,0,0,1,0,0,0,0,0,1399,1
sn_000010,product A,V1E2,po_000030,po_000029,1399,1,3548,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000011,product A,V1E1,po_000031,MFG,851,0,851,center_0,0,0,0,0,0,0,0,0,0,1,1119,0
sn_000011,product A,V1E1,po_000032,po_000031,1119,0,1970,center_2,0,0,0,0,1,0,0,0,0,0,631,0
sn_000011,product A,V1E2,po_000033,po_000032,631,0,2601,center_2,1,1,1,0,0,0,0,0,0,0,436,0
sn_000011,product A,V1E2,po_000034,po_000033,436,0,3037,center_2,0,0,0,0,1,0,0,0,0,0,489,1
sn_000011,product A,V1E3,po_000035,po_000034,489,1,3526,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000012,product A,V1E1,po_000036,MFG,875,0,875,center_0,0,0,0,0,1,0,0,0,0,0,1539,0
sn_000012,product A,V1E2,po_000037,po_000036,1539,0,2414,center_2,0,0,0,0,1,1,0,0,0,0,1127,1
sn_000012,product A,V1E2,po_000038,po_000037,1127,1,3541,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000013,product A,V1E1,po_000039,MFG,664,0,664,center_0,0,0,0,0,1,0,0,0,0,0,1161,0
sn_000013,product A,V1E2,po_000040,po_000039,1161,0,1825,center_2,0,0,0,0,1,1,0,0,0,0,1309,0
sn_000013,product A,V1E2,po_000041,po_000040,1309,0,3134,center_2,0,0,0,0,1,0,0,0,0,0,388,1
sn_000013,product A,V1E3,po_000042,po_000041,388,1,3522,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000014,product A,V1E1,po_000043,MFG,3569,1,3569,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000015,product A,V1E1,po_000044,MFG,553,0,553,center_0,0,0,0,0,1,0,0,0,0,0,862,0
sn_000015,product A,V1E1,po_000045,po_000044,862,0,1415,center_2,0,0,0,0,0,1,0,1,0,0,463,0
sn_000015,product A,V1E1,po_000046,po_000045,463,0,1878,center_2,0,0,0,0,0,1,0,0,0,0,830,0
sn_000015,product A,V1E1,po_000047,po_000046,830,0,2708,center_2,0,0,0,0,1,0,0,0,0,0,821,1
sn_000015,product A,V1E3,po_000048,po_000047,821,1,3529,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000016,product A,V1E1,po_000049,MFG,1126,0,1126,center_0,0,0,0,0,1,0,0,0,0,0,715,1
sn_000016,product A,V1E2,po_000050,po_000049,715,1,1841,center_2,0,0,0,0,0,0,0,0,0,0,559,0
sn_000016,product A,V1E2,po_000051,po_000050,559,0,2400,center_2,0,0,0,0,1,0,0,0,0,0,1150,1
sn_000016,product A,V1E2,po_000052,po_000051,1150,1,3550,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000017,product A,V1E1,po_000053,MFG,1037,0,1037,center_0,0,0,0,0,1,0,0,0,0,0,1165,1
sn_000017,product A,V1E2,po_000054,po_000053,1165,1,2202,center_2,0,0,0,0,0,0,0,0,0,0,217,0
sn_000017,product A,V1E2,po_000055,po_000054,217,0,2419,center_2,0,0,0,0,1,0,0,0,0,0,1126,1
sn_000017,product A,V1E2,po_000056,po_000055,1126,1,3545,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000018,product A,V1E1,po_000057,MFG,900,0,900,center_0,0,0,0,0,0,1,0,0,0,0,266,0
sn_000018,product A,V1E1,po_000058,po_000057,266,0,1166,center_2,0,0,0,0,0,1,0,0,0,0,240,0
sn_000018,product A,V1E1,po_000059,po_000058,240,0,1406,center_2,0,0,0,0,0,1,0,0,0,0,730,0
sn_000018,product A,V1E1,po_000060,po_000059,730,0,2136,center_2,0,0,0,0,1,0,0,0,0,0,535,0
sn_000018,product A,V1E2,po_000061,po_000060,535,0,2671,center_2,0,0,0,0,1,1,0,0,0,0,370,0
sn_000018,product A,V1E3,po_000062,po_000061,370,0,3041,center_2,1,0,1,0,0,0,0,0,0,0,428,1
sn_000018,product A,V1E3,po_000063,po_000062,428,1,3469,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000019,product A,V1E1,po_000064,MFG,873,0,873,center_0,0,0,0,0,1,0,0,0,0,0,1269,0
sn_000019,product A,V1E2,po_000065,po_000064,1269,0,2142,center_2,0,0,0,0,1,0,0,0,0,0,1394,1
sn_000019,product A,V1E2,po_000066,po_000065,1394,1,3536,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000020,product A,V1E1,po_000067,MFG,755,0,755,center_0,0,0,0,0,1,0,0,0,0,0,1160,0
sn_000020,product A,V1E2,po_000068,po_000067,1160,0,1915,center_2,0,0,0,0,1,0,0,0,0,0,278,0
sn_000020,product A,V1E2,po_000069,po_000068,278,0,2193,center_2,1,1,0,0,0,0,0,0,0,0,86,0
sn_000020,product A,V1E2,po_000070,po_000069,86,0,2279,center_2,0,0,0,0,0,1,0,0,0,0,1204,1
sn_000020,product A,V1E2,po_000071,po_000070,1204,1,3483,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000021,product A,V1E1,po_000072,MFG,396,1,396,center_0,0,0,0,0,0,0,0,0,0,0,314,0
sn_000021,product A,V1E1,po_000073,po_000072,314,0,710,center_2,0,0,0,0,1,0,0,0,0,0,223,0
sn_000021,product A,V1E2,po_000074,po_000073,223,0,933,center_2,0,0,0,0,1,0,0,0,0,1,1280,1
sn_000021,product A,V1E2,po_000075,po_000074,1280,1,2213,center_2,0,0,0,0,0,0,0,0,0,0,339,0
sn_000021,product A,V1E2,po_000076,po_000075,339,0,2552,center_2,0,0,0,0,1,0,0,0,0,0,910,1
sn_000021,product A,V1E2,po_000077,po_000076,910,1,3462,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000022,product A,V1E1,po_000078,MFG,739,0,739,center_0,0,0,0,0,1,0,0,0,0,0,1160,0
sn_000022,product A,V1E2,po_000079,po_000078,1160,0,1899,center_2,1,1,1,0,1,0,0,0,0,0,1626,1
sn_000022,product A,V1E2,po_000080,po_000079,1626,1,3525,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000023,product A,V1E1,po_000081,MFG,1084,0,1084,center_0,0,0,0,0,1,0,0,0,0,0,2474,1
sn_000023,product A,V1E2,po_000082,po_000081,2474,1,3558,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000024,product A,V1E1,po_000083,MFG,926,0,926,center_0,0,0,0,0,1,0,0,0,0,0,426,0
sn_000024,product A,V1E2,po_000084,po_000083,426,0,1352,center_2,0,0,0,0,0,1,0,0,0,0,542,1
sn_000024,product A,V1E2,po_000085,po_000084,542,1,1894,center_2,0,0,0,0,0,0,0,0,0,0,731,0
sn_000024,product A,V1E2,po_000086,po_000085,731,0,2625,center_2,0,0,0,0,1,0,0,0,0,1,906,1
sn_000024,product A,V1E2,po_000087,po_000086,906,1,3531,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000025,product A,V1E1,po_000088,MFG,668,1,668,center_0,0,0,0,0,0,0,0,0,0,0,108,0
sn_000025,product A,V1E1,po_000089,po_000088,108,0,776,center_2,0,0,0,0,1,0,0,0,0,0,1328,0
sn_000025,product A,V1E2,po_000090,po_000089,1328,0,2104,center_2,0,0,0,0,1,0,0,0,0,1,1396,1
sn_000025,product A,V1E2,po_000091,po_000090,1396,1,3500,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000026,product A,V1E1,po_000092,MFG,917,0,917,center_0,0,0,0,0,1,0,0,0,0,0,936,1
sn_000026,product A,V1E2,po_000093,po_000092,936,1,1853,center_2,0,0,0,0,0,0,0,0,0,0,757,0
sn_000026,product A,V1E2,po_000094,po_000093,757,0,2610,center_2,0,0,0,0,1,0,0,0,0,1,916,1
sn_000026,product A,V1E2,po_000095,po_000094,916,1,3526,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000027,product A,V1E1,po_000096,MFG,848,0,848,center_0,0,0,0,0,1,0,0,0,0,0,763,0
sn_000027,product A,V1E2,po_000097,po_000096,763,0,1611,center_2,1,1,1,0,0,1,0,0,1,0,973,0
sn_000027,product A,V1E2,po_000098,po_000097,973,0,2584,center_2,0,0,0,0,1,0,0,0,0,0,940,1
sn_000027,product A,V1E2,po_000099,po_000098,940,1,3524,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000028,product A,V1E1,po_000100,MFG,881,1,881,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000029,product A,V1E1,po_000101,MFG,865,0,865,center_0,0,0,0,0,1,0,0,0,0,0,1015,0
sn_000029,product A,V1E2,po_000102,po_000101,1015,0,1880,center_2,0,0,0,0,1,0,0,0,0,0,604,1
sn_000029,product A,V1E2,po_000103,po_000102,604,1,2484,center_2,1,0,1,0,1,0,1,0,0,0,,
sn_000030,product A,V1E1,po_000104,MFG,542,0,542,center_0,0,0,0,0,1,0,0,0,0,0,574,0
sn_000030,product A,V1E1,po_000105,po_000104,574,0,1116,center_2,0,0,0,0,1,0,0,0,0,0,1576,0
sn_000030,product A,V1E2,po_000106,po_000105,1576,0,2692,center_2,0,0,0,0,1,0,0,0,0,0,856,1
sn_000030,product A,V1E2,po_000107,po_000106,856,1,3548,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000031,product A,V1E1,po_000108,MFG,294,1,294,center_0,0,0,0,0,0,0,0,0,0,0,651,0
sn_000031,product A,V1E1,po_000109,po_000108,651,0,945,center_2,0,0,0,0,1,0,0,0,0,0,2562,1
sn_000031,product A,V1E2,po_000111,po_000110,2562,1,3507,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000032,product A,V1E1,po_000112,MFG,363,1,363,center_0,0,0,0,0,0,0,0,0,0,0,475,0
sn_000032,product A,V1E1,po_000113,po_000112,475,0,838,center_2,0,0,0,0,1,0,0,0,0,0,1665,0
sn_000032,product A,V1E2,po_000114,po_000113,1665,0,2503,center_2,0,0,0,0,1,0,0,0,0,0,989,1
sn_000032,product A,V1E2,po_000115,po_000114,989,1,3492,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000033,product A,V1E1,po_000116,MFG,1142,0,1142,center_0,0,0,0,0,1,0,0,0,0,0,1113,0
sn_000033,product A,V1E2,po_000117,po_000116,1113,0,2255,center_2,0,0,0,0,1,0,0,0,0,0,1282,1
sn_000033,product A,V1E2,po_000118,po_000117,1282,1,3537,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000034,product A,V1E1,po_000119,MFG,777,0,777,center_0,0,0,0,0,1,0,0,0,0,0,638,0
sn_000034,product A,V1E2,po_000120,po_000119,638,0,1415,center_2,0,0,0,0,1,0,0,0,0,0,1381,0
sn_000034,product A,V1E2,po_000121,po_000120,1381,0,2796,center_2,0,0,0,0,1,0,0,0,0,0,686,1
sn_000034,product A,V1E3,po_000122,po_000121,686,1,3482,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000035,product A,V1E1,po_000123,MFG,936,0,936,center_0,0,0,0,0,0,1,0,0,0,0,1201,0
sn_000035,product A,V1E1,po_000124,po_000123,1201,0,2137,center_2,0,0,0,0,1,0,0,0,0,0,2044,1
sn_000035,product A,V1E2,po_000126,po_000124,2044,1,4181,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000036,product A,V1E1,po_000127,MFG,874,0,874,center_0,0,0,0,0,0,1,0,0,0,0,2049,0
sn_000036,product A,V1E1,po_000128,po_000127,2049,0,2923,center_2,0,0,0,0,1,0,0,0,0,0,603,1
sn_000036,product A,V1E3,po_000129,po_000128,603,1,3526,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000037,product A,V1E1,po_000130,MFG,1243,0,1243,center_0,0,0,0,0,1,0,0,0,0,0,1325,0
sn_000037,product A,V1E2,po_000131,po_000130,1325,0,2568,center_2,0,0,0,0,1,0,0,0,0,0,958,1
sn_000037,product A,V1E2,po_000132,po_000131,958,1,3526,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000038,product A,V1E1,po_000133,MFG,1069,0,1069,center_0,0,0,0,0,1,0,0,0,0,0,1056,0
sn_000038,product A,V1E2,po_000134,po_000133,1056,0,2125,center_2,0,0,0,0,1,0,0,0,0,1,1410,1
sn_000038,product A,V1E2,po_000135,po_000134,1410,1,3535,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000039,product A,V1E1,po_000136,MFG,1533,0,1533,center_0,0,0,0,0,1,0,0,0,0,0,1821,0
sn_000039,product A,V1E2,po_000137,po_000136,1821,0,3354,center_2,1,1,0,0,1,0,0,0,0,0,181,1
sn_000039,product A,V1E3,po_000138,po_000137,181,1,3535,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000040,product A,V1E1,po_000140,po_000139,3538,1,3538,center_3,0,0,0,0,0,0,0,0,0,0,,
sn_000041,product A,V1E1,po_000141,MFG,585,0,585,center_0,0,0,0,0,1,0,0,0,0,0,1119,0
sn_000041,product A,V1E2,po_000142,po_000141,1119,0,1704,center_2,0,0,0,0,1,0,0,0,0,0,1801,1
sn_000041,product A,V1E2,po_000143,po_000142,1801,1,3505,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000042,product A,V1E1,po_000145,po_000144,3536,1,3536,center_3,0,0,0,0,0,0,0,0,0,0,,
sn_000043,product A,V1E1,po_000146,MFG,3536,1,3536,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000044,product A,V1E1,po_000147,MFG,868,0,868,center_0,0,0,0,0,1,0,0,0,0,0,1060,0
sn_000044,product A,V1E2,po_000148,po_000147,1060,0,1928,center_2,0,0,0,0,1,0,0,0,0,0,1592,1
sn_000044,product A,V1E2,po_000149,po_000148,1592,1,3520,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000045,product A,V1E1,po_000150,MFG,1416,0,1416,center_0,0,0,0,0,1,0,0,0,0,0,1098,0
sn_000045,product A,V1E2,po_000151,po_000150,1098,0,2514,center_2,0,0,0,0,1,0,0,0,0,0,1003,1
sn_000045,product A,V1E2,po_000152,po_000151,1003,1,3517,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000046,product A,V1E1,po_000153,MFG,1019,0,1019,center_0,0,0,0,0,1,0,0,0,0,1,2515,1
sn_000046,product A,V1E2,po_000154,po_000153,2515,1,3534,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000047,product A,V1E1,po_000155,MFG,824,0,824,center_0,0,0,0,0,1,0,0,0,0,0,1591,0
sn_000047,product A,V1E2,po_000156,po_000155,1591,0,2415,center_2,0,0,0,0,1,0,0,0,0,0,892,0
sn_000047,product A,V1E2,po_000157,po_000156,892,0,3307,center_2,0,0,0,0,1,1,0,0,0,0,192,1
sn_000047,product A,V1E3,po_000158,po_000157,192,1,3499,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000048,product A,V1E1,po_000159,MFG,584,0,584,center_0,0,0,0,0,1,0,0,0,0,0,1369,0
sn_000048,product A,V1E2,po_000160,po_000159,1369,0,1953,center_2,0,0,0,0,1,0,0,0,0,0,2651,1
sn_000048,product A,V1E2,po_000162,po_000160,2651,1,4604,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000049,product A,V1E1,po_000163,MFG,819,0,819,center_0,0,0,0,0,1,0,0,0,0,0,1642,0
sn_000049,product A,V1E2,po_000164,po_000163,1642,0,2461,center_2,0,0,0,0,1,0,0,0,0,0,1053,1
sn_000049,product A,V1E2,po_000165,po_000164,1053,1,3514,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000050,product A,V1E1,po_000166,MFG,1150,0,1150,center_0,1,0,0,0,0,0,0,0,0,0,1065,0
sn_000050,product A,V1E1,po_000167,po_000166,1065,0,2215,center_2,0,0,0,0,1,0,0,0,0,0,1160,0
sn_000050,product A,V1E2,po_000168,po_000167,1160,0,3375,center_2,0,0,0,0,1,0,0,0,0,0,99,1
sn_000050,product A,V1E3,po_000169,po_000168,99,1,3474,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000051,product A,V1E1,po_000170,MFG,865,0,865,center_0,0,0,0,0,1,0,0,0,0,0,1496,0
sn_000051,product A,V1E2,po_000171,po_000170,1496,0,2361,center_2,0,0,0,0,1,0,0,0,0,0,1156,1
sn_000051,product A,V1E2,po_000172,po_000171,1156,1,3517,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000052,product A,V1E1,po_000173,MFG,996,0,996,center_0,0,0,0,0,1,0,0,0,0,0,240,0
sn_000052,product A,V1E2,po_000174,po_000173,240,0,1236,center_2,0,0,1,1,0,0,0,0,0,0,2289,1
sn_000052,product A,V1E2,po_000175,po_000174,2289,1,3525,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000053,product A,V1E1,po_000176,MFG,981,0,981,center_0,0,0,0,0,1,0,0,0,0,0,2550,1
sn_000053,product A,V1E2,po_000177,po_000176,2550,1,3531,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000054,product A,V1E1,po_000178,MFG,1058,0,1058,center_0,0,0,0,0,0,1,0,0,0,0,1136,1
sn_000054,product A,V1E1,po_000180,po_000179,1136,1,2194,center_2,0,0,0,0,0,0,0,0,0,0,185,0
sn_000054,product A,V1E1,po_000181,po_000180,185,0,2379,center_2,0,0,0,0,1,0,0,0,0,0,918,0
sn_000054,product A,V1E2,po_000182,po_000181,918,0,3297,center_2,0,0,0,0,1,0,0,0,0,0,183,1
sn_000054,product A,V1E3,po_000183,po_000182,183,1,3480,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000055,product A,V1E1,po_000184,MFG,1809,0,1809,center_0,0,0,0,0,1,0,0,0,0,0,429,0
sn_000055,product A,V1E2,po_000185,po_000184,429,0,2238,center_2,1,1,1,0,0,0,0,0,0,0,1275,1
sn_000055,product A,V1E2,po_000186,po_000185,1275,1,3513,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000056,product A,V1E1,po_000187,MFG,3530,1,3530,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000057,product A,V1E1,po_000188,MFG,1266,0,1266,center_0,0,0,0,0,0,1,0,0,0,0,1490,0
sn_000057,product A,V1E1,po_000189,po_000188,1490,0,2756,center_2,0,0,0,0,1,0,0,0,0,0,752,1
sn_000057,product A,V1E3,po_000190,po_000189,752,1,3508,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000058,product A,V1E1,po_000191,MFG,1133,0,1133,center_0,0,0,0,0,1,0,0,0,0,0,1111,0
sn_000058,product A,V1E2,po_000192,po_000191,1111,0,2244,center_2,0,0,0,0,0,1,0,0,0,0,263,0
sn_000058,product A,V1E2,po_000193,po_000192,263,0,2507,center_2,0,0,0,0,1,0,0,0,0,0,969,1
sn_000058,product A,V1E2,po_000194,po_000193,969,1,3476,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000059,product A,V1E1,po_000195,MFG,342,0,342,center_0,0,0,0,0,1,0,0,0,0,0,1174,0
sn_000059,product A,V1E1,po_000196,po_000195,1174,0,1516,center_2,0,0,0,0,1,0,0,0,0,0,1954,1
sn_000059,product A,V1E2,po_000197,po_000196,1954,1,3470,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000060,product A,V1E1,po_000198,MFG,987,0,987,center_0,0,0,0,0,1,0,0,0,0,0,379,0
sn_000060,product A,V1E2,po_000199,po_000198,379,0,1366,center_2,1,0,1,0,0,0,0,0,0,0,314,0
sn_000060,product A,V1E2,po_000200,po_000199,314,0,1680,center_2,0,0,0,0,0,1,0,0,0,0,915,0
sn_000060,product A,V1E2,po_000201,po_000200,915,0,2595,center_2,0,0,0,0,1,0,0,0,0,0,897,1
sn_000060,product A,V1E2,po_000202,po_000201,897,1,3492,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000061,product A,V1E1,po_000203,MFG,1021,0,1021,center_0,0,0,0,0,1,0,0,0,0,0,2507,1
sn_000061,product A,V1E2,po_000204,po_000203,2507,1,3528,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000062,product A,V1E1,po_000205,MFG,843,0,843,center_0,0,0,0,0,1,0,0,0,0,0,211,0
sn_000062,product A,V1E2,po_000206,po_000205,211,0,1054,center_2,1,0,0,0,0,0,0,0,0,0,1108,0
sn_000062,product A,V1E2,po_000207,po_000206,1108,0,2162,center_2,0,0,0,0,1,1,0,0,0,0,1788,1
sn_000062,product A,V1E2,po_000209,po_000207,1788,1,3950,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000063,product A,V1E1,po_000210,MFG,816,0,816,center_0,0,0,0,0,1,0,0,0,0,0,1461,0
sn_000063,product A,V1E2,po_000211,po_000210,1461,0,2277,center_1,0,0,0,0,1,1,0,0,0,0,1220,1
sn_000063,product A,V1E2,po_000212,po_000211,1220,1,3497,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000064,product A,V1E1,po_000213,MFG,3526,1,3526,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000065,product A,V1E1,po_000214,MFG,3526,1,3526,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000066,product A,V1E1,po_000215,MFG,3524,1,3524,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000067,product A,V1E1,po_000216,MFG,920,0,920,center_0,0,0,0,0,1,0,0,0,0,0,1098,0
sn_000067,product A,V1E2,po_000217,po_000216,1098,0,2018,center_2,0,0,0,0,1,0,0,0,0,0,1486,1
sn_000067,product A,V1E2,po_000218,po_000217,1486,1,3504,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000068,product A,V1E1,po_000219,MFG,1115,0,1115,center_0,1,0,0,0,0,0,0,0,0,0,640,0
sn_000068,product A,V1E1,po_000220,po_000219,640,0,1755,center_2,0,0,0,0,1,0,0,0,0,0,2947,1
sn_000068,product A,V1E2,po_000222,po_000220,2947,1,4702,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000069,product A,V1E1,po_000223,MFG,945,0,945,center_0,0,0,0,0,1,0,0,0,0,0,1295,0
sn_000069,product A,V1E2,po_000224,po_000223,1295,0,2240,center_1,0,0,0,0,1,0,0,0,0,0,1270,1
sn_000069,product A,V1E2,po_000225,po_000224,1270,1,3510,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000070,product A,V1E1,po_000226,MFG,1792,0,1792,center_0,0,0,0,0,0,1,0,0,0,0,683,0
sn_000070,product A,V1E1,po_000227,po_000226,683,0,2475,center_1,0,0,0,0,0,1,0,0,0,0,1039,1
sn_000070,product A,V1E1,po_000228,po_000227,1039,1,3514,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000071,product A,V1E1,po_000229,MFG,756,1,756,center_0,0,0,0,0,0,0,0,0,0,0,501,0
sn_000071,product A,V1E1,po_000230,po_000229,501,0,1257,center_2,0,0,0,1,1,0,0,0,0,0,2222,1
sn_000071,product A,V1E2,po_000231,po_000230,2222,1,3479,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000072,product A,V1E1,po_000232,MFG,3521,1,3521,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000073,product A,V1E1,po_000233,MFG,3520,1,3520,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000074,product A,V1E1,po_000234,MFG,1041,0,1041,center_0,0,0,0,0,1,0,0,0,0,0,1198,0
sn_000074,product A,V1E2,po_000235,po_000234,1198,0,2239,center_2,0,0,0,0,1,0,0,0,0,0,1276,1
sn_000074,product A,V1E2,po_000236,po_000235,1276,1,3515,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000075,product A,V1E1,po_000237,MFG,1119,0,1119,center_0,0,0,0,0,1,0,0,0,0,0,1250,0
sn_000075,product A,V1E2,po_000238,po_000237,1250,0,2369,center_2,0,0,0,0,1,0,0,0,0,0,1144,1
sn_000075,product A,V1E2,po_000239,po_000238,1144,1,3513,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000076,product A,V1E1,po_000240,MFG,3519,1,3519,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000077,product A,V1E1,po_000241,MFG,3516,1,3516,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000078,product A,V1E1,po_000242,MFG,3516,1,3516,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000079,product A,V1E1,po_000243,MFG,3516,1,3516,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000080,product A,V1E1,po_000244,MFG,3515,1,3515,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000081,product A,V1E1,po_000245,MFG,1178,0,1178,center_0,0,0,0,0,1,0,0,0,0,0,1473,0
sn_000081,product A,V1E2,po_000246,po_000245,1473,0,2651,center_2,0,0,0,0,1,0,0,0,0,0,846,1
