series number,product type,model,repair operation number,previous repair operation number,time since previous repair,censored,age after repair,repair center,Component A,Component B,Component C,Component D,Component E,Component F,Component H,Component I,Component J,Component K,next_failure_time,next_failure_time_censored
sn_007058,product A,V1E3,po_012031,po_012030,100,1,3850,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007059,product A,V1E1,po_012032,MFG,1301,0,1301,center_0,0,0,0,0,1,0,0,0,0,0,1489,0
sn_007059,product A,V1E2,po_012033,po_012032,1489,0,2790,center_2,0,0,0,0,1,0,0,0,0,0,1080,1
sn_007059,product A,V1E2,po_012034,po_012033,1080,1,3870,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007060,product A,V1E1,po_012035,MFG,1670,0,1670,center_0,0,0,0,0,0,1,0,0,0,0,1419,0
sn_007060,product A,V1E1,po_012036,po_012035,1419,0,3089,center_2,0,0,0,0,1,0,0,0,0,0,186,0
sn_007060,product A,V1E3,po_012037,po_012036,186,0,3275,center_2,1,0,1,0,0,0,0,0,0,1,573,1
sn_007060,product A,V1E3,po_012038,po_012037,573,1,3848,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007061,product A,V1E1,po_012039,MFG,1729,0,1729,center_0,0,0,0,0,1,0,0,0,0,0,1344,0
sn_007061,product A,V1E2,po_012040,po_012039,1344,0,3073,center_2,0,0,0,0,1,0,0,0,0,1,807,1
sn_007061,product A,V1E3,po_012041,po_012040,807,1,3880,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007062,product A,V1E1,po_012042,MFG,886,0,886,center_0,0,0,0,0,1,0,0,0,0,0,1714,1
sn_007062,product A,V1E2,po_012045,po_012044,1714,1,2600,center_2,0,0,0,0,1,0,0,0,0,0,,
sn_007063,product A,V1E1,po_012046,MFG,3898,1,3898,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007064,product A,V1E1,po_012047,MFG,672,0,672,center_0,0,0,0,0,0,0,0,0,0,1,1360,0
sn_007064,product A,V1E1,po_012048,po_012047,1360,0,2032,center_2,0,0,0,0,1,0,0,0,0,0,1163,0
sn_007064,product A,V1E2,po_012049,po_012048,1163,0,3195,center_2,0,0,0,0,1,0,0,0,0,0,685,1
sn_007064,product A,V1E3,po_012050,po_012049,685,1,3880,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007065,product A,V1E1,po_012051,MFG,1341,0,1341,center_0,0,0,0,0,1,0,0,0,0,0,2550,1
sn_007065,product A,V1E2,po_012053,po_012052,2550,1,3891,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007066,product A,V1E1,po_012054,MFG,3894,1,3894,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007067,product A,V1E1,po_012055,MFG,1512,0,1512,center_0,0,0,0,0,0,0,1,0,0,0,2382,1
sn_007067,product A,V1E1,po_012056,po_012055,2382,1,3894,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007068,product B,V1E2,po_012057,po_012058,1490,0,1490,center_1,0,0,0,0,1,0,0,0,0,0,1834,0
sn_007068,product A,V1E1,po_012058,MFG,1834,0,3324,center_0,0,1,0,0,1,0,0,0,0,0,2059,1
sn_007068,product A,V1E2,po_012059,po_012058,2059,1,5383,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_007069,product A,V1E1,po_012060,MFG,1309,0,1309,center_0,0,0,0,0,1,0,0,0,0,0,1286,0
sn_007069,product A,V1E2,po_012061,po_012060,1286,0,2595,center_2,0,0,0,0,1,1,0,0,0,0,1282,1
sn_007069,product A,V1E2,po_012062,po_012061,1282,1,3877,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007070,product A,V1E1,po_012063,MFG,1638,0,1638,center_0,0,0,0,0,1,0,0,0,0,0,2255,1
sn_007070,product A,V1E2,po_012064,po_012063,2255,1,3893,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007071,product A,V1E1,po_012065,MFG,1300,0,1300,center_0,0,0,0,0,1,0,0,0,0,0,1338,0
sn_007071,product A,V1E2,po_012066,po_012065,1338,0,2638,center_2,0,0,0,0,1,0,0,0,0,0,1241,1
sn_007071,product A,V1E2,po_012067,po_012066,1241,1,3879,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007072,product A,V1E1,po_012068,MFG,1359,0,1359,center_0,0,0,0,0,0,1,0,0,0,0,1799,0
sn_007072,product A,V1E1,po_012069,po_012068,1799,0,3158,center_2,0,0,0,0,1,0,0,0,0,0,734,1
sn_007072,product A,V1E3,po_012070,po_012069,734,1,3892,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007073,product A,V1E1,po_012071,MFG,2793,1,2793,center_0,0,0,0,0,1,0,0,0,0,0,,
sn_007074,product A,V1E1,po_012072,MFG,1355,0,1355,center_0,0,0,1,0,1,0,0,0,1,0,1529,0
sn_007074,product A,V1E2,po_012073,po_012072,1529,0,2884,center_1,0,1,0,0,1,1,0,1,0,0,983,1
sn_007074,product A,V1E2,po_012074,po_012073,983,1,3867,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_007075,product A,V1E1,po_012075,MFG,3891,1,3891,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007076,product A,V1E1,po_012076,MFG,878,0,878,center_0,0,0,0,0,0,1,0,0,0,0,399,0
sn_007076,product A,V1E1,po_012077,po_012076,399,0,1277,center_2,0,0,0,0,0,1,0,0,0,0,1287,0
sn_007076,product A,V1E1,po_012078,po_012077,1287,0,2564,center_2,0,0,0,0,1,0,0,0,0,0,1115,0
sn_007076,product A,V1E2,po_012079,po_012078,1115,0,3679,center_2,0,0,1,0,1,1,0,0,0,0,96,1
sn_007076,product A,V1E3,po_012080,po_012079,96,1,3775,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007077,product A,V1E1,po_012081,MFG,1213,0,1213,center_0,0,0,0,0,1,1,0,0,0,0,2675,1
sn_007077,product A,V1E2,po_012082,po_012081,2675,1,3888,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007078,product A,V1E1,po_012083,MFG,2489,0,2489,center_0,0,1,0,0,1,0,0,0,0,0,1399,1
sn_007078,product A,V1E2,po_012084,po_012083,1399,1,3888,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007079,product A,V1E1,po_012085,MFG,3275,1,3275,center_0,0,0,0,0,1,0,0,0,0,0,,
sn_007080,product A,V1E1,po_012086,MFG,3883,1,3883,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007081,product A,V1E1,po_012087,MFG,3887,1,3887,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007082,product A,V1E1,po_012088,MFG,894,0,894,center_0,0,0,0,0,1,0,0,0,0,1,1666,0
sn_007082,product A,V1E2,po_012089,po_012088,1666,0,2560,center_2,0,0,0,0,1,0,0,0,0,0,1277,1
sn_007082,product A,V1E2,po_012090,po_012089,1277,1,3837,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007083,product A,V1E1,po_012091,MFG,1663,0,1663,center_0,0,0,0,0,1,0,0,0,0,0,2218,1
sn_007083,product A,V1E2,po_012092,po_012091,2218,1,3881,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007084,product A,V1E1,po_012093,MFG,1578,0,1578,center_0,0,0,0,0,0,1,0,0,0,0,805,0
sn_007084,product A,V1E1,po_012094,po_012093,805,0,2383,center_2,0,0,0,0,0,1,0,1,0,1,1044,0
sn_007084,product A,V1E1,po_012095,po_012094,1044,0,3427,center_2,0,0,0,0,1,0,0,0,0,0,429,1
sn_007084,product A,V1E3,po_012096,po_012095,429,1,3856,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007085,product A,V1E1,po_012097,MFG,1678,0,1678,center_0,0,0,0,0,0,1,0,0,0,0,1209,0
sn_007085,product A,V1E1,po_012098,po_012097,1209,0,2887,center_2,0,0,0,0,0,1,0,0,0,0,726,0
sn_007085,product A,V1E1,po_012099,po_012098,726,0,3613,center_2,0,0,0,0,1,0,0,0,0,0,255,1
sn_007085,product A,V1E3,po_012100,po_012099,255,1,3868,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007086,product A,V1E1,po_012101,MFG,1544,0,1544,center_0,0,0,0,0,0,1,0,0,0,0,1867,0
sn_007086,product A,V1E1,po_012102,po_012101,1867,0,3411,center_2,0,0,0,0,1,0,0,0,0,1,464,1
sn_007086,product A,V1E3,po_012103,po_012102,464,1,3875,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007087,product A,V1E1,po_012104,MFG,1699,0,1699,center_0,0,0,0,0,1,0,0,0,0,0,1090,0
sn_007087,product A,V1E2,po_012105,po_012104,1090,0,2789,center_2,0,0,0,0,1,1,0,0,0,0,1080,1
sn_007087,product A,V1E2,po_012106,po_012105,1080,1,3869,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007088,product A,V1E1,po_012107,MFG,1382,0,1382,center_0,0,0,0,0,0,1,0,0,0,0,138,0
sn_007088,product A,V1E1,po_012108,po_012107,138,0,1520,center_2,0,0,0,0,0,0,0,0,0,1,131,1
sn_007088,product A,V1E1,po_012109,po_012108,131,1,1651,center_2,0,0,0,0,0,0,0,0,0,0,1652,0
sn_007088,product A,V1E1,po_012110,po_012109,1652,0,3303,center_2,0,0,0,0,1,0,0,0,0,0,542,1
sn_007088,product A,V1E3,po_012111,po_012110,542,1,3845,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007089,product A,V1E1,po_012112,MFG,1824,0,1824,center_0,0,0,0,0,1,0,0,0,0,1,1122,0
sn_007089,product A,V1E2,po_012113,po_012112,1122,0,2946,center_2,0,0,0,0,1,0,0,0,0,0,930,1
sn_007089,product A,V1E2,po_012114,po_012113,930,1,3876,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007090,product A,V1E1,po_012115,MFG,1685,0,1685,center_0,0,1,0,0,0,0,0,0,0,0,1534,0
sn_007090,product A,V1E1,po_012116,po_012115,1534,0,3219,center_2,0,0,0,0,1,0,0,0,0,0,652,1
sn_007090,product A,V1E3,po_012117,po_012116,652,1,3871,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007091,product A,V1E1,po_012118,MFG,3883,1,3883,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007092,product A,V1E1,po_012119,MFG,3880,1,3880,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007093,product A,V1E1,po_012120,MFG,2606,0,2606,center_0,0,1,0,0,1,0,0,0,0,0,1275,1
sn_007093,product A,V1E2,po_012121,po_012120,1275,1,3881,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007094,product A,V1E1,po_012122,MFG,2334,0,2334,center_0,0,0,0,0,1,0,0,0,0,0,302,0
sn_007094,product A,V1E2,po_012123,po_012122,302,0,2636,center_2,0,0,0,0,0,0,0,0,0,1,1227,1
sn_007094,product A,V1E2,po_012124,po_012123,1227,1,3863,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007095,product A,V1E1,po_012125,MFG,1785,0,1785,center_0,0,1,0,0,0,0,0,0,0,0,1309,0
sn_007095,product A,V1E1,po_012126,po_012125,1309,0,3094,center_2,0,0,0,0,1,1,0,0,0,0,764,1
sn_007095,product A,V1E3,po_012127,po_012126,764,1,3858,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007096,product B,V1E1,po_012128,po_012130,772,1,772,center_1,0,0,0,0,0,1,0,0,0,0,1318,0
sn_007096,product A,V1E1,po_012129,MFG,1318,0,2090,center_0,0,0,0,0,0,1,0,0,0,0,1173,0
sn_007096,product A,V1E1,po_012130,po_012129,1173,0,3263,center_1,0,0,0,0,1,0,0,0,0,0,1382,1
sn_007096,product A,V1E2,po_012131,po_012130,1382,1,4645,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_007097,product A,V1E1,po_012132,MFG,3879,1,3879,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007098,product A,V1E1,po_012133,MFG,1500,0,1500,center_0,0,0,0,0,1,0,0,0,0,0,1492,0
sn_007098,product A,V1E2,po_012134,po_012133,1492,0,2992,center_1,0,0,0,0,1,0,0,0,0,0,863,1
sn_007098,product A,V1E2,po_012135,po_012134,863,1,3855,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_007099,product A,V1E1,po_012136,MFG,2184,0,2184,center_0,0,1,0,0,1,0,0,0,0,0,885,0
sn_007099,product A,V1E2,po_012137,po_012136,885,0,3069,center_2,0,0,0,0,1,0,0,0,0,0,798,1
sn_007099,product A,V1E3,po_012138,po_012137,798,1,3867,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007100,product A,V1E1,po_012139,MFG,1393,0,1393,center_0,0,0,1,0,0,0,0,0,0,0,955,0
sn_007100,product A,V1E1,po_012140,po_012139,955,0,2348,center_2,0,0,0,0,1,0,0,0,0,0,1092,0
sn_007100,product A,V1E2,po_012141,po_012140,1092,0,3440,center_2,0,0,0,0,1,0,0,0,0,0,428,1
sn_007100,product A,V1E3,po_012142,po_012141,428,1,3868,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007101,product A,V1E1,po_012143,MFG,478,0,478,center_0,0,0,0,0,0,1,0,0,0,0,1179,0
sn_007101,product A,V1E1,po_012144,po_012143,1179,0,1657,center_2,0,0,0,0,0,1,0,0,0,0,82,0
sn_007101,product A,V1E1,po_012145,po_012144,82,0,1739,center_2,0,0,0,0,0,0,0,0,0,1,1591,0
sn_007101,product A,V1E1,po_012146,po_012145,1591,0,3330,center_2,0,0,0,0,1,0,0,0,0,0,449,1
sn_007101,product A,V1E3,po_012148,po_012147,449,1,3779,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007102,product A,V1E1,po_012149,MFG,3877,1,3877,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007103,product A,V1E1,po_012150,MFG,3877,1,3877,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007104,product A,V1E1,po_012151,MFG,3874,1,3874,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007105,product A,V1E1,po_012152,MFG,1308,0,1308,center_0,0,0,0,0,1,0,0,0,0,0,559,1
sn_007105,product A,V1E2,po_012153,po_012152,559,1,1867,center_2,0,0,0,0,0,0,0,0,0,0,699,0
sn_007105,product A,V1E2,po_012154,po_012153,699,0,2566,center_2,0,0,0,0,1,0,0,0,0,0,1296,1
sn_007105,product A,V1E2,po_012155,po_012154,1296,1,3862,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007106,product A,V1E1,po_012156,MFG,3873,1,3873,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007107,product A,V1E1,po_012157,MFG,1311,0,1311,center_0,0,0,0,0,1,0,0,0,0,0,2562,1
sn_007107,product A,V1E2,po_012158,po_012157,2562,1,3873,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_007108,product A,V1E1,po_012159,MFG,1820,0,1820,center_0,0,0,0,0,1,1,0,0,0,1,1208,0
sn_007108,product A,V1E2,po_012160,po_012159,1208,0,3028,center_2,0,0,0,0,1,0,0,0,0,0,835,1
sn_007108,product A,V1E3,po_012161,po_012160,835,1,3863,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007109,product A,V1E1,po_012162,MFG,3873,1,3873,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007110,product A,V1E1,po_012163,MFG,1658,0,1658,center_0,0,0,0,0,1,0,0,0,0,0,994,0
sn_007110,product A,V1E2,po_012164,po_012163,994,0,2652,center_2,0,0,0,0,1,0,0,0,0,0,1205,1
sn_007110,product A,V1E2,po_012165,po_012164,1205,1,3857,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007111,product A,V1E1,po_012167,po_012166,3871,1,3871,center_3,0,0,0,0,0,0,0,0,0,0,,
sn_007112,product A,V1E1,po_012168,MFG,991,0,991,center_0,0,0,0,0,1,0,1,0,0,0,1222,0
sn_007112,product A,V1E2,po_012169,po_012168,1222,0,2213,center_2,0,0,0,0,1,0,0,0,0,0,1613,1
sn_007112,product A,V1E2,po_012170,po_012169,1613,1,3826,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_007113,product A,V1E1,po_012171,MFG,3867,1,3867,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007114,product A,V1E1,po_012172,MFG,3870,1,3870,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007115,product A,V1E1,po_012173,MFG,1152,0,1152,center_0,0,0,0,0,0,1,0,0,0,0,2558,0
sn_007115,product A,V1E1,po_012174,po_012173,2558,0,3710,center_2,0,0,0,0,1,0,0,0,0,0,122,1
sn_007115,product A,V1E3,po_012175,po_012174,122,1,3832,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007116,product A,V1E1,po_012176,MFG,1283,0,1283,center_0,0,0,0,0,0,1,0,0,0,0,1800,0
sn_007116,product A,V1E1,po_012177,po_012176,1800,0,3083,center_2,0,0,0,0,1,0,0,0,0,0,730,1
sn_007116,product A,V1E3,po_012178,po_012177,730,1,3813,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007117,product A,V1E1,po_012179,MFG,2443,0,2443,center_0,1,1,1,1,1,0,0,0,0,1,474,0
sn_007117,product A,V1E2,po_012180,po_012179,474,0,2917,center_1,0,0,0,0,0,1,0,0,0,0,927,1
sn_007117,product A,V1E2,po_012181,po_012180,927,1,3844,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_007118,product A,V1E1,po_012182,MFG,952,0,952,center_0,0,0,0,0,1,0,0,0,0,0,1612,1
sn_007118,product A,V1E2,po_012183,po_012182,1612,1,2564,center_2,0,0,0,0,1,0,0,0,0,0,,
sn_007119,product A,V1E1,po_012184,MFG,3866,1,3866,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007120,product A,V1E1,po_012185,MFG,1614,0,1614,center_0,0,0,0,0,1,0,0,0,0,0,272,1
sn_007120,product A,V1E2,po_012186,po_012185,272,1,1886,center_2,0,0,0,0,0,0,0,0,0,0,1037,0
sn_007120,product A,V1E2,po_012187,po_012186,1037,0,2923,center_2,0,0,0,0,1,1,1,0,0,0,918,1
sn_007120,product A,V1E2,po_012188,po_012187,918,1,3841,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007121,product A,V1E1,po_012189,MFG,3863,1,3863,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007122,product A,V1E1,po_012190,MFG,1915,0,1915,center_0,0,0,0,0,1,0,0,0,0,0,1948,1
sn_007122,product A,V1E2,po_012191,po_012190,1948,1,3863,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007123,product A,V1E1,po_012192,MFG,3729,1,3729,center_0,0,0,0,0,0,1,0,0,0,0,,
sn_007124,product A,V1E1,po_012195,po_012193,3505,1,3505,center_3,0,0,0,0,0,1,0,0,0,0,,
sn_007125,product A,V1E1,po_012196,MFG,593,0,593,center_0,0,0,0,0,1,0,1,0,0,0,3265,1
sn_007125,product A,V1E1,po_012197,po_012196,3265,1,3858,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007126,product A,V1E1,po_012198,MFG,1935,0,1935,center_0,0,1,0,0,0,0,0,0,0,0,817,0
sn_007126,product A,V1E1,po_012199,po_012198,817,0,2752,center_2,0,0,0,0,1,1,0,0,0,0,1101,1
sn_007126,product A,V1E2,po_012200,po_012199,1101,1,3853,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007127,product A,V1E1,po_012201,MFG,1736,0,1736,center_0,0,1,0,0,0,0,0,0,0,0,134,1
sn_007127,product A,V1E1,po_012202,po_012201,134,1,1870,center_2,0,0,0,0,0,0,0,0,0,0,1204,0
sn_007127,product A,V1E1,po_012203,po_012202,1204,0,3074,center_2,0,0,0,0,1,0,0,0,0,0,751,1
sn_007127,product A,V1E3,po_012204,po_012203,751,1,3825,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007128,product A,V1E1,po_012205,MFG,1162,0,1162,center_0,0,0,0,0,1,0,0,0,0,0,2674,1
sn_007128,product A,V1E2,po_012207,po_012206,2674,1,3836,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007129,product A,V1E1,po_012208,MFG,581,0,581,center_0,0,0,0,0,0,1,0,0,0,0,759,0
sn_007129,product A,V1E1,po_012209,po_012208,759,0,1340,center_2,0,0,0,0,0,1,0,0,0,0,841,0
sn_007129,product A,V1E1,po_012210,po_012209,841,0,2181,center_2,0,0,0,0,1,1,0,0,0,1,3053,1
sn_007129,product A,V1E2,po_012212,po_012210,3053,1,5234,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007130,product A,V1E1,po_012213,MFG,713,0,713,center_0,0,1,1,0,0,0,0,0,0,1,532,0
sn_007130,product A,V1E1,po_012214,po_012213,532,0,1245,center_2,0,0,0,0,0,1,0,0,0,0,1341,0
sn_007130,product A,V1E1,po_012215,po_012214,1341,0,2586,center_2,0,0,0,0,1,0,0,0,0,0,746,0
sn_007130,product A,V1E2,po_012216,po_012215,746,0,3332,center_2,0,0,0,0,1,0,0,0,0,1,444,1
sn_007130,product A,V1E3,po_012217,po_012216,444,1,3776,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007131,product A,V1E1,po_012218,MFG,1371,0,1371,center_0,0,0,0,0,0,1,0,0,0,0,875,0
sn_007131,product A,V1E1,po_012219,po_012218,875,0,2246,center_2,0,0,0,0,1,0,0,0,0,0,384,0
sn_007131,product A,V1E2,po_012220,po_012219,384,0,2630,center_2,0,0,0,0,0,1,0,0,0,0,752,0
sn_007131,product A,V1E2,po_012221,po_012220,752,0,3382,center_2,0,0,0,0,1,0,0,0,0,0,412,1
sn_007131,product A,V1E3,po_012222,po_012221,412,1,3794,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007132,product A,V1E1,po_012223,MFG,3856,1,3856,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007133,product A,V1E1,po_012224,MFG,2401,0,2401,center_0,0,0,1,0,1,1,1,0,0,0,2338,1
sn_007133,product A,V1E2,po_012226,po_012224,2338,1,4739,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007134,product A,V1E1,po_012227,MFG,1228,0,1228,center_0,0,0,0,0,1,0,0,0,0,0,2611,1
sn_007134,product A,V1E2,po_012229,po_012228,2611,1,3839,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007135,product A,V1E1,po_012230,MFG,1208,0,1208,center_0,0,0,0,0,1,0,0,0,0,0,2645,1
sn_007135,product A,V1E2,po_012231,po_012230,2645,1,3853,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007136,product A,V1E1,po_012232,MFG,3853,1,3853,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007137,product A,V1E1,po_012233,MFG,3853,1,3853,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007138,product B,V1E2,po_012235,po_012234,874,1,874,center_3,0,0,0,0,0,0,0,0,0,0,1646,0
sn_007138,product A,V1E1,po_012236,MFG,1646,0,2520,center_0,0,0,0,0,1,0,0,0,0,0,1290,1
sn_007138,product A,V1E2,po_012237,po_012235,1290,1,3810,center_3,0,0,0,0,0,0,0,0,0,0,,
sn_007139,product A,V1E1,po_012238,MFG,1321,0,1321,center_0,0,0,0,0,1,0,0,0,0,0,1481,0
sn_007139,product A,V1E2,po_012239,po_012238,1481,0,2802,center_2,0,0,0,0,1,0,0,0,0,0,1023,1
sn_007139,product A,V1E2,po_012241,po_012240,1023,1,3825,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007140,product A,V1E1,po_012242,MFG,1723,0,1723,center_0,0,0,0,0,1,0,0,0,0,0,363,1
sn_007140,product A,V1E2,po_012243,po_012242,363,1,2086,center_2,0,0,0,0,0,0,0,0,0,0,813,0
sn_007140,product A,V1E2,po_012244,po_012243,813,0,2899,center_2,0,0,0,0,1,0,0,0,0,0,918,1
sn_007140,product A,V1E2,po_012245,po_012244,918,1,3817,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007141,product A,V1E1,po_012246,MFG,830,0,830,center_0,0,0,0,0,1,0,0,0,0,0,514,0
sn_007141,product A,V1E2,po_012247,po_012246,514,0,1344,center_2,0,0,0,0,1,0,0,0,0,0,1358,0
sn_007141,product A,V1E2,po_012248,po_012247,1358,0,2702,center_2,0,0,0,0,1,0,0,0,0,0,1105,1
sn_007141,product A,V1E2,po_012249,po_012248,1105,1,3807,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007142,product A,V1E1,po_012250,MFG,3846,1,3846,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007143,product A,V1E1,po_012251,MFG,1135,0,1135,center_0,0,0,0,0,1,1,0,0,0,0,242,0
sn_007143,product A,V1E2,po_012252,po_012251,242,0,1377,center_1,0,0,0,1,0,0,0,0,0,0,2432,1
sn_007143,product A,V1E2,po_012253,po_012252,2432,1,3809,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_007144,product A,V1E1,po_012254,MFG,1314,0,1314,center_0,0,0,0,0,1,0,0,0,0,1,2529,1
sn_007144,product A,V1E2,po_012255,po_012254,2529,1,3843,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007145,product A,V1E1,po_012256,MFG,1539,0,1539,center_0,0,0,0,0,0,1,0,0,0,0,1657,0
sn_007145,product A,V1E1,po_012257,po_012256,1657,0,3196,center_2,0,0,0,0,1,0,0,0,0,0,647,1
sn_007145,product A,V1E3,po_012258,po_012257,647,1,3843,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007146,product A,V1E1,po_012259,MFG,1282,0,1282,center_0,0,0,0,0,0,1,0,0,0,0,1209,1
sn_007146,product A,V1E1,po_012260,po_012259,1209,1,2491,center_2,0,0,0,0,0,0,0,0,0,0,824,0
sn_007146,product A,V1E1,po_012261,po_012260,824,0,3315,center_2,0,0,0,0,1,0,0,0,0,0,507,1
sn_007146,product A,V1E3,po_012262,po_012261,507,1,3822,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007147,product A,V1E1,po_012263,MFG,2119,0,2119,center_0,0,0,0,1,1,0,0,0,0,0,1656,0
sn_007147,product A,V1E2,po_012264,po_012263,1656,0,3775,center_2,0,0,0,0,1,0,0,0,0,0,58,1
sn_007147,product A,V1E3,po_012265,po_012264,58,1,3833,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007148,product A,V1E1,po_012266,MFG,917,0,917,center_0,0,1,0,0,1,0,0,0,0,0,764,1
sn_007148,product A,V1E2,po_012267,po_012266,764,1,1681,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007149,product A,V1E1,po_012268,MFG,489,0,489,center_0,0,0,0,0,1,0,0,0,0,0,984,0
sn_007149,product A,V1E1,po_012269,po_012268,984,0,1473,center_2,0,0,0,0,1,0,0,0,0,0,2333,1
sn_007149,product A,V1E2,po_012270,po_012269,2333,1,3806,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007150,product A,V1E1,po_012271,MFG,3843,1,3843,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_007151,product A,V1E1,po_012272,MFG,1096,0,1096,center_0,0,0,0,0,1,0,0,0,0,0,1040,0
sn_007151,product A,V1E2,po_012273,po_012272,1040,0,2136,center_2,0,0,0,0,1,0,0,0,0,0,1689,1
sn_007151,product A,V1E2,po_012274,po_012273,1689,1,3825,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_007152,product A,V1E1,po_012275,MFG,511,0,511,center_0,0,0,0,1,0,0,0,0,0,0,1655,0
sn_007152,product A,V1E1,po_012276,po_012275,1655,0,2166,center_2,0,0,0,0,1,0,0,0,0,0,280,1
sn_007152,product A,V1E2,po_012277,po_012276,280,1,2446,center_2,0,0,0,0,0,0,0,0,0,0,1237,0
sn_007152,product A,V1E2,po_012278,po_012277,1237,0,3683,center_2,0,0,0,0,1,1,0,0,0,0,99,1
sn_007152,product A,V1E3,po_012279,po_012278,99,1,3782,center_2,0,0,0,0,0,0,0,0,0,0,,
